Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle
2,0,0
4,0,0
6,0,0
8,0,0
10,0,0
12,0,0
14,0,0
16,0,0
18,0,0
20,0,0
22,4,86.0
24,5,51.8
26,3,119.0
28,9,70.66666666666667
30,2,64.5
32,6,345.6666666666667
34,14,235.42857142857142
36,8,107.625
38,19,144.94736842105263
40,14,93.0
42,14,94.0
44,12,154.33333333333334
46,21,206.61904761904762
48,10,64.4
50,18,125.33333333333333
52,17,161.7058823529412
54,23,203.56521739130434
56,25,212.72
58,17,128.64705882352942
60,22,238.6818181818182
62,17,96.11764705882354
64,24,158.0
66,19,175.0
68,31,718.5483870967741
70,23,191.6086956521739
72,34,400.4117647058824
74,28,175.96428571428572
76,25,182.88
78,34,232.64705882352942
80,35,279.9142857142857
82,38,283.10526315789474
84,39,258.28205128205127
86,46,357.3478260869565
88,37,181.8108108108108
90,39,422.6923076923077
92,39,205.46153846153845
94,39,243.0
96,48,332.375
98,40,135.75
100,39,194.94871794871796
102,46,219.6304347826087
104,54,182.38888888888889
106,56,276.0357142857143
108,46,139.95652173913044
110,44,181.22727272727272
112,33,122.45454545454545
114,58,208.0344827586207
116,44,408.72727272727275
118,62,235.0
120,61,235.0
122,38,157.1578947368421
124,61,333.9836065573771
126,68,355.2352941176471
128,61,214.63934426229508
130,53,273.49056603773585
132,52,207.8846153846154
134,65,297.5846153846154
136,61,274.1475409836066
138,61,244.0
140,46,505.7826086956522
142,67,652.4179104477612
144,35,805.3142857142857
146,90,540.7666666666667
148,68,283.0
150,63,430.93650793650795
152,85,429.05882352941177
154,58,249.36206896551724
156,62,291.0
158,44,818.5227272727273
160,114,796.078947368421
162,59,694.1525423728814
164,71,329.0
166,43,728.9069767441861
168,120,608.7166666666667
170,60,396.76666666666665
172,88,275.77272727272725
174,79,385.67088607594934
176,86,384.36046511627904
178,96,417.7291666666667
180,47,422.2340425531915
182,93,768.1182795698925
184,87,527.528735632184
186,86,623.6976744186046
188,116,568.7931034482758
190,51,377.0
192,64,807.828125
194,108,908.6111111111111
196,91,579.8901098901099
198,88,786.1818181818181
200,92,785.4782608695652
202,93,560.2903225806451
204,102,642.2254901960785
206,65,566.8615384615384
208,68,1111.235294117647
210,128,1034.75
212,103,690.747572815534
214,78,395.47435897435895
216,82,458.0
218,105,702.8571428571429
220,85,831.964705882353
222,115,747.7130434782608
224,104,579.7307692307693
226,89,601.3820224719101
228,82,547.5
230,84,615.7380952380952
232,118,777.8813559322034
234,86,831.3139534883721
236,131,907.6870229007634
238,92,568.6086956521739
240,97,695.5257731958762
242,88,792.9545454545455
244,116,1064.2241379310344
246,113,809.4690265486726
248,100,657.84
250,83,932.1204819277109
252,123,866.0487804878048
254,97,824.3917525773196
256,82,970.4756097560976
258,125,1348.024
260,129,1068.9767441860465
262,100,865.24
264,81,942.4938271604939
266,99,1112.6161616161617
268,123,1272.1869918699188
270,127,1211.0393700787401
272,78,1010.5641025641025
274,134,1268.6044776119404
276,109,1143.2385321100917
278,102,870.1764705882352
280,90,1000.9555555555555
282,87,1215.0689655172414
284,83,1255.0240963855422
286,146,1593.849315068493
288,141,1161.212765957447
290,80,1114.05
292,116,1139.3275862068965
294,87,1201.9195402298851
296,111,1347.2612612612613
298,69,1497.8260869565217
300,80,1865.5
302,155,1810.7870967741935
304,124,1347.5483870967741
306,93,1048.774193548387
308,94,1155.595744680851
310,115,1259.7826086956522
312,101,1244.3465346534654
314,107,1415.5981308411215
316,110,1225.6818181818182
318,104,1163.1923076923076
320,74,1051.1081081081081
